"Project ID","Project","Project Lead Agency","Project Lead Agency Bureau","Project Category","Project Status","Project Sector","Project Sector Type","Project Location Full Address","Project Location State","Project Location Street Address","Project Location County","Project Location City","Project Location Zipcode","Project Location Latlong","Project Location Latitude","Project Location Longitude"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106201","I-535 Blatnik Bridge","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Duluth, MN, St. Louis","MN","","St. Louis","Duluth","","POINT (-92.1055411 46.7844571)","46.7844571","-92.1055411"
"106236","Airport Traffic Control Tower Replacement Program, Programmatic EA","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","DC","DC","","","","","POINT (-77.0369274 38.9072873)","38.9072873","-77.0369274"
"106236","Airport Traffic Control Tower Replacement Program, Programmatic EA","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","DC","DC","","","","","POINT (-77.0369274 38.9072873)","38.9072873","-77.0369274"
"106236","Airport Traffic Control Tower Replacement Program, Programmatic EA","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","DC","DC","","","","","POINT (-77.0369274 38.9072873)","38.9072873","-77.0369274"
"106236","Airport Traffic Control Tower Replacement Program, Programmatic EA","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","DC","DC","","","","","POINT (-77.0369274 38.9072873)","38.9072873","-77.0369274"
"106236","Airport Traffic Control Tower Replacement Program, Programmatic EA","Department of Transportation","Federal Aviation Administration","DOT Projects","Complete","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","DC","DC","","","","","POINT (-77.0369274 38.9072873)","38.9072873","-77.0369274"
"106246","Hwy 64- Bruce Street","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Conway, AR, Faulkner","AR","","Faulkner","Conway","","POINT (-92.4366522 35.0917506)","35.0917506","-92.4366522"
"106246","Hwy 64- Bruce Street","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Conway, AR, Faulkner","AR","","Faulkner","Conway","","POINT (-92.4366522 35.0917506)","35.0917506","-92.4366522"
"106246","Hwy 64- Bruce Street","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Conway, AR, Faulkner","AR","","Faulkner","Conway","","POINT (-92.4366522 35.0917506)","35.0917506","-92.4366522"
"106246","Hwy 64- Bruce Street","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Conway, AR, Faulkner","AR","","Faulkner","Conway","","POINT (-92.4366522 35.0917506)","35.0917506","-92.4366522"
"106246","Hwy 64- Bruce Street","Department of Transportation","Federal Highway Administration","DOT Projects","In Progress","Surface Transportation","Surface Transportation","Conway, AR, Faulkner","AR","","Faulkner","Conway","","POINT (-92.4366522 35.0917506)","35.0917506","-92.4366522"
"99156","Queue Conflict Reduction","California","CalTrans","DOT Projects","Cancelled","Surface Transportation","Highways","CA","CA","","","","","POINT (-122.4476 38.15153)","38.15153","-122.4476"
"99156","Queue Conflict Reduction","California","CalTrans","DOT Projects","Cancelled","Surface Transportation","Highways","CA","CA","","","","","POINT (-122.4476 38.15153)","38.15153","-122.4476"
"99156","Queue Conflict Reduction","California","CalTrans","DOT Projects","Cancelled","Surface Transportation","Highways","CA","CA","","","","","POINT (-122.4476 38.15153)","38.15153","-122.4476"
"99156","Queue Conflict Reduction","California","CalTrans","DOT Projects","Cancelled","Surface Transportation","Highways","CA","CA","","","","","POINT (-122.4476 38.15153)","38.15153","-122.4476"
"99156","Queue Conflict Reduction","California","CalTrans","DOT Projects","Cancelled","Surface Transportation","Highways","CA","CA","","","","","POINT (-122.4476 38.15153)","38.15153","-122.4476"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"106276","Turners Falls Airport, Environmental Assessment","Department of Transportation","Federal Aviation Administration","DOT Projects","Class of Action Changed","Aviation","Airport Development Projects (Aviation programs, commerce and safety, airport development and noise, financing, public airports)","Montague, MA","MA","","","Montague","","POINT (-72.5353437 42.5355277)","42.5355277","-72.5353437"
"105556","Rancho Drive Complete Street Project","Department of Transportation","Federal Highway Administration","DOT Projects","Cancelled","Surface Transportation","Surface Transportation","Las Begas, NV","NV","","","Las Begas","","POINT (-115.1391009 36.171563)","36.171563","-115.1391009"
"105556","Rancho Drive Complete Street Project","Department of Transportation","Federal Highway Administration","DOT Projects","Cancelled","Surface Transportation","Surface Transportation","Las Begas, NV","NV","","","Las Begas","","POINT (-115.1391009 36.171563)","36.171563","-115.1391009"
